product_id,product_name,price,month,number_of_purchases,unique_customers,total_revenue,arpu
USG_1248060,Baqati Green - Khareef Data - 5GB - 1 Month - (Existing customers),1,2026-04,2,2,2,1
USG_1248060,Baqati Green - Khareef Data - 5GB - 1 Month - (Existing customers),1,2026-05,5,5,5,1
USG_1248060,Baqati Green - Khareef Data - 5GB - 1 Month - (Existing customers),1,2026-06,2,2,2,1
USG_1248060,Baqati Green - Khareef Data - 5GB - 1 Month - (Existing customers),1,2026-07,0,0,0,0
USG_1248060,Baqati Green - Khareef Data - 5GB - 1 Month - (Existing customers),1,2026-08,0,0,0,0
USG_1248070,Baqati Bronze Plus - Khareef Data - 10GB - 1 Month - (Existing customers),1,2026-03,1,1,1,1
USG_1248070,Baqati Bronze Plus - Khareef Data - 10GB - 1 Month - (Existing customers),1,2026-04,0,0,0,0
USG_1248070,Baqati Bronze Plus - Khareef Data - 10GB - 1 Month - (Existing customers),1,2026-05,1,1,1,1
USG_1248070,Baqati Bronze Plus - Khareef Data - 10GB - 1 Month - (Existing customers),1,2026-06,1,1,1,1
USG_1248070,Baqati Bronze Plus - Khareef Data - 10GB - 1 Month - (Existing customers),1,2026-07,0,0,0,0
USG_1248070,Baqati Bronze Plus - Khareef Data - 10GB - 1 Month - (Existing customers),1,2026-08,0,0,0,0
USG_1248080,Baqati Silver - Khareef Data - 20GB - 1 Month - (Existing customers),1,2026-03,11,11,11,1
USG_1248080,Baqati Silver - Khareef Data - 20GB - 1 Month - (Existing customers),1,2026-04,10,9,10,1.1111111
USG_1248080,Baqati Silver - Khareef Data - 20GB - 1 Month - (Existing customers),1,2026-05,4,4,4,1
USG_1248080,Baqati Silver - Khareef Data - 20GB - 1 Month - (Existing customers),1,2026-06,2,2,2,1
USG_1248080,Baqati Silver - Khareef Data - 20GB - 1 Month - (Existing customers),1,2026-07,0,0,0,0
USG_1248080,Baqati Silver - Khareef Data - 20GB - 1 Month - (Existing customers),1,2026-08,0,0,0,0
USG_1248090,Baqati Gold - Khareef Data - 30GB - 1 Month - (Existing customers),1,2026-03,8,8,8,1
USG_1248090,Baqati Gold - Khareef Data - 30GB - 1 Month - (Existing customers),1,2026-04,5,4,5,1.25
USG_1248090,Baqati Gold - Khareef Data - 30GB - 1 Month - (Existing customers),1,2026-05,6,5,6,1.2
USG_1248090,Baqati Gold - Khareef Data - 30GB - 1 Month - (Existing customers),1,2026-06,3,3,3,1
USG_1248090,Baqati Gold - Khareef Data - 30GB - 1 Month - (Existing customers),1,2026-07,0,0,0,0
USG_1248090,Baqati Gold - Khareef Data - 30GB - 1 Month - (Existing customers),1,2026-08,0,0,0,0
USG_1248100,Baqati Platinum - Khareef Data - 50GB - 1 Month - (Existing customers),1,2026-03,0,0,0,0
USG_1248100,Baqati Platinum - Khareef Data - 50GB - 1 Month - (Existing customers),1,2026-04,0,0,0,0
USG_1248100,Baqati Platinum - Khareef Data - 50GB - 1 Month - (Existing customers),1,2026-05,0,0,0,0
USG_1248100,Baqati Platinum - Khareef Data - 50GB - 1 Month - (Existing customers),1,2026-06,0,0,0,0
USG_1248100,Baqati Platinum - Khareef Data - 50GB - 1 Month - (Existing customers),1,2026-07,0,0,0,0
USG_1248100,Baqati Platinum - Khareef Data - 50GB - 1 Month - (Existing customers),1,2026-08,0,0,0,0
USG_1270690,4 OMR-1GB-1 Day-GCC,4,2026-03,0,0,0,0
USG_1270690,4 OMR-1GB-1 Day-GCC,4,2026-04,0,0,0,0
USG_1270690,4 OMR-1GB-1 Day-GCC,4,2026-05,0,0,0,0
USG_1270690,4 OMR-1GB-1 Day-GCC,4,2026-06,0,0,0,0
USG_1270690,4 OMR-1GB-1 Day-GCC,4,2026-07,0,0,0,0
USG_1270690,4 OMR-1GB-1 Day-GCC,4,2026-08,0,0,0,0
USG_1270700,6 OMR-2GB_15 min_3 Day - GCC,6,2026-03,0,0,0,0
USG_1270700,6 OMR-2GB_15 min_3 Day - GCC,6,2026-04,0,0,0,0
USG_1270700,6 OMR-2GB_15 min_3 Day - GCC,6,2026-05,0,0,0,0
USG_1270700,6 OMR-2GB_15 min_3 Day - GCC,6,2026-06,0,0,0,0
USG_1270700,6 OMR-2GB_15 min_3 Day - GCC,6,2026-07,0,0,0,0
USG_1270700,6 OMR-2GB_15 min_3 Day - GCC,6,2026-08,0,0,0,0
USG_1270710,10 OMR-4GB_30 min_7 Day-GCC,10,2026-03,0,0,0,0
USG_1270710,10 OMR-4GB_30 min_7 Day-GCC,10,2026-04,0,0,0,0
USG_1270710,10 OMR-4GB_30 min_7 Day-GCC,10,2026-05,0,0,0,0
USG_1270710,10 OMR-4GB_30 min_7 Day-GCC,10,2026-06,0,0,0,0
USG_1270710,10 OMR-4GB_30 min_7 Day-GCC,10,2026-07,0,0,0,0
USG_1270710,10 OMR-4GB_30 min_7 Day-GCC,10,2026-08,0,0,0,0
USG_1270960,Jawazak inflight bundle,5,2026-03,62,62,310,5
USG_1270960,Jawazak inflight bundle,5,2026-04,114,101,570,5.6435644
USG_1270960,Jawazak inflight bundle,5,2026-05,97,94,485,5.1595745
USG_1270960,Jawazak inflight bundle,5,2026-06,122,117,610,5.2136752
USG_1270960,Jawazak inflight bundle,5,2026-07,166,158,830,5.2531646
USG_1270960,Jawazak inflight bundle,5,2026-08,101,95,505,5.3157895
USG_1271760,15 OMR-2GB_15 min_7 Day,15,2026-03,0,0,0,0
USG_1271760,15 OMR-2GB_15 min_7 Day,15,2026-04,0,0,0,0
USG_1271760,15 OMR-2GB_15 min_7 Day,15,2026-05,0,0,0,0
USG_1271760,15 OMR-2GB_15 min_7 Day,15,2026-06,0,0,0,0
USG_1271760,15 OMR-2GB_15 min_7 Day,15,2026-07,0,0,0,0
USG_1271760,15 OMR-2GB_15 min_7 Day,15,2026-08,0,0,0,0
USG_1271770,24 OMR-4GB_30 min_30 Day,24,2026-03,0,0,0,0
USG_1271770,24 OMR-4GB_30 min_30 Day,24,2026-04,0,0,0,0
USG_1271770,24 OMR-4GB_30 min_30 Day,24,2026-05,0,0,0,0
USG_1271770,24 OMR-4GB_30 min_30 Day,24,2026-06,0,0,0,0
USG_1271770,24 OMR-4GB_30 min_30 Day,24,2026-07,0,0,0,0
USG_1271770,24 OMR-4GB_30 min_30 Day,24,2026-08,0,0,0,0
USG_1273270,Jawazak world - Summer Promo Add on,7,2026-03,4079,3021,28553,9.4515061
USG_1273270,Jawazak world - Summer Promo Add on,7,2026-04,5873,4199,41111,9.7906644
USG_1273270,Jawazak world - Summer Promo Add on,7,2026-05,6986,5482,48902,8.920467
USG_1273270,Jawazak world - Summer Promo Add on,7,2026-06,9876,8125,69132,8.5085538
USG_1273270,Jawazak world - Summer Promo Add on,7,2026-07,14997,11706,104979,8.9679651
USG_1273270,Jawazak world - Summer Promo Add on,7,2026-08,10663,8919,74641,8.3687633
USG_1273280,Postpaid BTL - World Roaming,4,2026-03,33,18,132,7.3333333
USG_1273280,Postpaid BTL - World Roaming,4,2026-04,13,10,52,5.2
USG_1273280,Postpaid BTL - World Roaming,4,2026-05,9,8,36,4.5
USG_1273280,Postpaid BTL - World Roaming,4,2026-06,1,1,4,4
USG_1273280,Postpaid BTL - World Roaming,4,2026-07,0,0,0,0
USG_1273280,Postpaid BTL - World Roaming,4,2026-08,0,0,0,0
USG_1273980,Roam Pass - 2,2,2026-03,752,659,1504,2.2822458
USG_1273980,Roam Pass - 2,2,2026-04,816,720,1632,2.2666667
USG_1273980,Roam Pass - 2,2,2026-05,846,745,1692,2.2711409
USG_1273980,Roam Pass - 2,2,2026-06,1009,906,2018,2.2273731
USG_1273980,Roam Pass - 2,2,2026-07,1072,973,2144,2.2034943
USG_1273980,Roam Pass - 2,2,2026-08,744,697,1488,2.1348637
USG_1273990,Roam Pass - 4,4,2026-03,444,399,1776,4.4511278
USG_1273990,Roam Pass - 4,4,2026-04,422,384,1688,4.3958333
USG_1273990,Roam Pass - 4,4,2026-05,478,444,1912,4.3063063
USG_1273990,Roam Pass - 4,4,2026-06,700,657,2800,4.261796
USG_1273990,Roam Pass - 4,4,2026-07,995,933,3980,4.2658092
USG_1273990,Roam Pass - 4,4,2026-08,883,832,3532,4.2451923
USG_1274000,Jawazak World - 5 OR,5,2026-03,530,492,2650,5.3861789
USG_1274000,Jawazak World - 5 OR,5,2026-04,920,796,4600,5.7788945
USG_1274000,Jawazak World - 5 OR,5,2026-05,1016,893,5080,5.6886898
USG_1274000,Jawazak World - 5 OR,5,2026-06,1363,1247,6815,5.4651163
USG_1274000,Jawazak World - 5 OR,5,2026-07,1899,1617,9495,5.8719852
USG_1274000,Jawazak World - 5 OR,5,2026-08,1420,1290,7100,5.503876
USG_1274190,Data Rollover - Green,1,2026-03,669,669,669,1
USG_1274190,Data Rollover - Green,1,2026-04,536,536,536,1
USG_1274190,Data Rollover - Green,1,2026-05,536,536,536,1
USG_1274190,Data Rollover - Green,1,2026-06,467,467,467,1
USG_1274190,Data Rollover - Green,1,2026-07,0,0,0,0
USG_1274190,Data Rollover - Green,1,2026-08,377,377,377,1
USG_1274200,Data Rollover - Bronze+,1,2026-03,1108,1108,1108,1
USG_1274200,Data Rollover - Bronze+,1,2026-04,899,899,899,1
USG_1274200,Data Rollover - Bronze+,1,2026-05,891,891,891,1
USG_1274200,Data Rollover - Bronze+,1,2026-06,737,737,737,1
USG_1274200,Data Rollover - Bronze+,1,2026-07,0,0,0,0
USG_1274200,Data Rollover - Bronze+,1,2026-08,544,544,544,1
USG_1274210,Data Rollover - Silver,1,2026-03,1824,1824,1824,1
USG_1274210,Data Rollover - Silver,1,2026-04,1527,1527,1527,1
USG_1274210,Data Rollover - Silver,1,2026-05,1394,1394,1394,1
USG_1274210,Data Rollover - Silver,1,2026-06,1207,1207,1207,1
USG_1274210,Data Rollover - Silver,1,2026-07,0,0,0,0
USG_1274210,Data Rollover - Silver,1,2026-08,885,885,885,1
USG_1274220,Data Rollover - Gold,1,2026-03,1979,1979,1979,1
USG_1274220,Data Rollover - Gold,1,2026-04,1683,1682,1683,1.0005945
USG_1274220,Data Rollover - Gold,1,2026-05,1572,1572,1572,1
USG_1274220,Data Rollover - Gold,1,2026-06,1400,1400,1400,1
USG_1274220,Data Rollover - Gold,1,2026-07,0,0,0,0
USG_1274220,Data Rollover - Gold,1,2026-08,1124,1124,1124,1
USG_1274230,Data Rollover - Platinum,1,2026-03,532,532,532,1
USG_1274230,Data Rollover - Platinum,1,2026-04,474,474,474,1
USG_1274230,Data Rollover - Platinum,1,2026-05,426,426,426,1
USG_1274230,Data Rollover - Platinum,1,2026-06,380,380,380,1
USG_1274230,Data Rollover - Platinum,1,2026-07,0,0,0,0
USG_1274230,Data Rollover - Platinum,1,2026-08,304,304,304,1
USG_1274270,Roaming Pass - Baqati Platinum,1,2026-03,0,0,0,0
USG_1274270,Roaming Pass - Baqati Platinum,1,2026-04,0,0,0,0
USG_1274270,Roaming Pass - Baqati Platinum,1,2026-05,0,0,0,0
USG_1274270,Roaming Pass - Baqati Platinum,1,2026-06,0,0,0,0
USG_1274270,Roaming Pass - Baqati Platinum,1,2026-07,0,0,0,0
USG_1274270,Roaming Pass - Baqati Platinum,1,2026-08,0,0,0,0
USG_1274460,baqati 11-no contract,11,2026-03,29159,29071,320749,11.0332978
USG_1274460,baqati 11-no contract,11,2026-04,40786,39817,448646,11.2676997
USG_1274460,baqati 11-no contract,11,2026-05,52105,51273,573155,11.1784955
USG_1274460,baqati 11-no contract,11,2026-06,59236,59060,651596,11.0327802
USG_1274460,baqati 11-no contract,11,2026-07,21421,21030,235631,11.2045174
USG_1274460,baqati 11-no contract,11,2026-08,80684,80469,887524,11.0293902
USG_1274470,baqati 14-12 months,14,2026-03,9924,9895,138936,14.0410308
USG_1274470,baqati 14-12 months,14,2026-04,14648,14413,205072,14.2282661
USG_1274470,baqati 14-12 months,14,2026-05,19811,19417,277354,14.284081
USG_1274470,baqati 14-12 months,14,2026-06,22827,22816,319578,14.0067496
USG_1274470,baqati 14-12 months,14,2026-07,7746,7634,108444,14.2053969
USG_1274470,baqati 14-12 months,14,2026-08,33929,33903,475006,14.0107365
USG_1274480,baqati 18-12 months,18,2026-03,5856,5847,105408,18.0277065
USG_1274480,baqati 18-12 months,18,2026-04,8487,8357,152766,18.2800048
USG_1274480,baqati 18-12 months,18,2026-05,10991,10897,197838,18.1552721
USG_1274480,baqati 18-12 months,18,2026-06,13174,13166,237132,18.0109373
USG_1274480,baqati 18-12 months,18,2026-07,4836,4762,87048,18.2797144
USG_1274480,baqati 18-12 months,18,2026-08,19387,19383,348966,18.0037146
USG_1274490,baqati 22-12 months,22,2026-03,10360,10346,227920,22.02977
USG_1274490,baqati 22-12 months,22,2026-04,16036,15824,352792,22.2947422
USG_1274490,baqati 22-12 months,22,2026-05,20800,20470,457600,22.3546654
USG_1274490,baqati 22-12 months,22,2026-06,25341,25337,557502,22.0034732
USG_1274490,baqati 22-12 months,22,2026-07,5682,5588,125004,22.3700787
USG_1274490,baqati 22-12 months,22,2026-08,33433,33426,735526,22.0046072
USG_1274500,baqati 28-12 months,28,2026-03,3660,3651,102480,28.0690222
USG_1274500,baqati 28-12 months,28,2026-04,5488,5419,153664,28.3565233
USG_1274500,baqati 28-12 months,28,2026-05,7204,7127,201712,28.3025116
USG_1274500,baqati 28-12 months,28,2026-06,8712,8712,243936,28
USG_1274500,baqati 28-12 months,28,2026-07,2417,2390,67676,28.316318
USG_1274500,baqati 28-12 months,28,2026-08,12527,12521,350756,28.0134175
USG_1274510,baqati 38-12 months,38,2026-03,1652,1646,62776,38.1385176
USG_1274510,baqati 38-12 months,38,2026-04,2068,2050,78584,38.3336585
USG_1274510,baqati 38-12 months,38,2026-05,2711,2684,103018,38.3822653
USG_1274510,baqati 38-12 months,38,2026-06,3646,3641,138548,38.0521835
USG_1274510,baqati 38-12 months,38,2026-07,766,755,29108,38.5536424
USG_1274510,baqati 38-12 months,38,2026-08,4552,4546,172976,38.050154
